Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance,Days_Taken
INV1277,2024-02-13,2024-02-14,3123.85,acctnt_6,2024-02-14,8276,Revenue - Consulting,Client Payment,0.0,3123.85,256935,1
INV1278,2024-02-14,2024-02-14,1241.14,acctnt_5,2024-02-14,8277,Salaries Expense,Office Rent,1241.14,0.0,255694,0
INV1279,2024-02-12,2024-02-14,1161.41,acctnt_6,2024-02-14,8278,Revenue - Consulting,Office Rent,0.0,1161.41,256856,2
INV1280,2024-02-11,2024-02-14,3044.48,acctnt_4,2024-02-14,8279,Accounts Payable,Software Purchase,3044.48,0.0,253811,3
INV1281,2024-02-14,2024-02-15,4671.6,acctnt_2,2024-02-15,8280,Revenue - Consulting,Client Payment,0.0,4671.6,258483,1
INV1282,2024-02-15,2024-02-15,786.03,acctnt_2,2024-02-15,8281,Revenue - Consulting,Client Payment,0.0,786.03,259269,0
INV1283,2024-02-12,2024-02-15,2369.9,acctnt_1,2024-02-15,8282,Equipment Purchase,Salary Expense,2369.9,0.0,256899,3
INV1284,2024-02-12,2024-02-15,3405.04,acctnt_2,2024-02-15,8283,Software Subscriptions,Equipment Purchase,3405.04,0.0,253494,3
INV1285,2024-02-12,2024-02-15,1924.1,acctnt_1,2024-02-15,8284,Software Subscriptions,Office Rent,1924.1,0.0,251570,3
INV1286,2024-02-09,2024-02-15,1899.73,acctnt_5,2024-02-15,8285,Salaries Expense,Software Purchase,1899.73,0.0,249670,6
INV1287,2024-02-12,2024-02-15,735.81,acctnt_2,2024-02-15,8286,Revenue - Software Sales,Maintenance Fee,0.0,735.81,250406,3
INV1288,2024-02-15,2024-02-15,2504.35,acctnt_5,2024-02-15,8287,Revenue - Consulting,Cloud Service Renewal,0.0,2504.35,252910,0
INV1289,2024-02-08,2024-02-15,3036.46,acctnt_5,2024-02-15,8288,Software Subscriptions,Client Payment,3036.46,0.0,249874,7
INV1290,2024-02-09,2024-02-15,3328.53,acctnt_6,2024-02-15,8289,Salaries Expense,Maintenance Fee,3328.53,0.0,246545,6
INV1291,2024-02-11,2024-02-15,2446.02,acctnt_6,2024-02-15,8290,Salaries Expense,Salary Expense,2446.02,0.0,244099,4
INV1292,2024-02-12,2024-02-15,1220.62,acctnt_1,2024-02-15,8291,Salaries Expense,Software Purchase,1220.62,0.0,242879,3
INV1293,2024-02-09,2024-02-15,3458.64,acctnt_1,2024-02-15,8292,Revenue - Consulting,Salary Expense,0.0,3458.64,246337,6
INV1294,2024-02-13,2024-02-15,1473.5,acctnt_6,2024-02-15,8293,Accounts Payable,Maintenance Fee,1473.5,0.0,244864,2
INV1295,2024-02-15,2024-02-15,4681.14,acctnt_5,2024-02-15,8294,Revenue - Consulting,Software Purchase,0.0,4681.14,249545,0
INV1296,2024-02-14,2024-02-15,745.0,acctnt_1,2024-02-15,8295,Salaries Expense,Office Rent,745.0,0.0,248800,1
INV1297,2024-02-14,2024-02-15,3653.68,acctnt_6,2024-02-15,8296,Accounts Payable,Cloud Service Renewal,3653.68,0.0,245146,1
INV1298,2024-02-14,2024-02-15,658.14,acctnt_3,2024-02-15,8297,Salaries Expense,Cloud Service Renewal,658.14,0.0,244488,1
INV1299,2024-02-11,2024-02-15,3055.88,acctnt_2,2024-02-15,8298,Office Rent,Invoice Payment,3055.88,0.0,241432,4
INV1300,2024-02-10,2024-02-15,323.37,acctnt_1,2024-02-15,8299,Salaries Expense,Cloud Service Renewal,323.37,0.0,241109,5
INV1301,2024-02-13,2024-02-15,3963.15,acctnt_1,2024-02-15,8300,Revenue - Consulting,Equipment Purchase,0.0,3963.15,245072,2
INV1302,2024-02-09,2024-02-15,1510.31,acctnt_1,2024-02-15,8301,Revenue - Consulting,Cloud Service Renewal,0.0,1510.31,246582,6
INV1303,2024-02-09,2024-02-15,1204.17,acctnt_3,2024-02-15,8302,Revenue - Consulting,Invoice Payment,0.0,1204.17,247787,6
INV1304,2024-02-09,2024-02-15,3081.19,acctnt_6,2024-02-15,8303,Accounts Payable,Cloud Service Renewal,3081.19,0.0,244705,6
INV1305,2024-02-10,2024-02-15,3592.96,acctnt_2,2024-02-15,8304,Revenue - Software Sales,Cloud Service Renewal,0.0,3592.96,248298,5
INV1306,2024-02-09,2024-02-15,3889.72,acctnt_3,2024-02-15,8305,Salaries Expense,Cloud Service Renewal,3889.72,0.0,244409,6
INV1307,2024-02-12,2024-02-15,1244.51,acctnt_5,2024-02-15,8306,Salaries Expense,Cloud Service Renewal,1244.51,0.0,243164,3
INV1308,2024-02-08,2024-02-15,2722.94,acctnt_2,2024-02-15,8307,Revenue - Consulting,Maintenance Fee,0.0,2722.94,245887,7
INV1309,2024-02-15,2024-02-16,2799.19,acctnt_6,2024-02-16,8308,Salaries Expense,Equipment Purchase,2799.19,0.0,243088,1
INV1310,2024-02-16,2024-02-16,4044.34,acctnt_1,2024-02-16,8309,Revenue - Consulting,Software Purchase,0.0,4044.34,247132,0
INV1311,2024-02-16,2024-02-16,691.89,acctnt_1,2024-02-16,8310,Salaries Expense,Client Payment,691.89,0.0,246440,0
INV1312,2024-02-16,2024-02-16,2446.42,acctnt_6,2024-02-16,8311,Salaries Expense,Cloud Service Renewal,2446.42,0.0,243994,0
INV1313,2024-02-16,2024-02-16,1870.79,acctnt_2,2024-02-16,8312,Equipment Purchase,Maintenance Fee,1870.79,0.0,242123,0
INV1314,2024-02-14,2024-02-16,3615.54,acctnt_2,2024-02-16,8313,Revenue - Consulting,Software Purchase,0.0,3615.54,245739,2
INV1315,2024-02-14,2024-02-16,1877.69,acctnt_4,2024-02-16,8314,Software Subscriptions,Invoice Payment,1877.69,0.0,243861,2
INV1316,2024-02-09,2024-02-16,746.73,acctnt_6,2024-02-16,8315,Equipment Purchase,Office Rent,746.73,0.0,243114,7
INV1317,2024-02-09,2024-02-16,3520.77,acctnt_1,2024-02-16,8316,Revenue - Consulting,Software Purchase,0.0,3520.77,246635,7
INV1318,2024-02-14,2024-02-16,3071.12,acctnt_1,2024-02-16,8317,Accounts Payable,Equipment Purchase,3071.12,0.0,243564,2
INV1319,2024-02-16,2024-02-16,808.46,acctnt_4,2024-02-16,8318,Revenue - Software Sales,Maintenance Fee,0.0,808.46,244372,0
INV1320,2024-02-14,2024-02-16,3520.99,acctnt_2,2024-02-16,8319,Revenue - Consulting,Client Payment,0.0,3520.99,247893,2
INV1321,2024-02-15,2024-02-16,823.59,acctnt_1,2024-02-16,8320,Software Subscriptions,Maintenance Fee,823.59,0.0,247070,1
INV1322,2024-02-14,2024-02-16,4669.8,acctnt_5,2024-02-16,8321,Software Subscriptions,Software Purchase,4669.8,0.0,242400,2
INV1323,2024-02-15,2024-02-16,3295.84,acctnt_2,2024-02-16,8322,Revenue - Consulting,Invoice Payment,0.0,3295.84,245696,1
INV1324,2024-02-10,2024-02-16,1196.12,acctnt_1,2024-02-16,8323,Revenue - Consulting,Software Purchase,0.0,1196.12,246892,6
INV1325,2024-02-09,2024-02-16,1366.46,acctnt_6,2024-02-16,8324,Revenue - Consulting,Salary Expense,0.0,1366.46,248258,7
INV1326,2024-02-15,2024-02-16,3501.42,acctnt_6,2024-02-16,8325,Salaries Expense,Salary Expense,3501.42,0.0,244757,1
INV1327,2024-02-13,2024-02-16,2847.8,acctnt_3,2024-02-16,8326,Revenue - Consulting,Cloud Service Renewal,0.0,2847.8,247605,3
INV1328,2024-02-15,2024-02-16,1172.11,acctnt_5,2024-02-16,8327,Salaries Expense,Invoice Payment,1172.11,0.0,246433,1
INV1329,2024-02-12,2024-02-16,3253.01,acctnt_6,2024-02-16,8328,Office Rent,Office Rent,3253.01,0.0,243180,4
INV1330,2024-02-10,2024-02-16,2492.29,acctnt_3,2024-02-16,8329,Salaries Expense,Software Purchase,2492.29,0.0,240687,6
INV1331,2024-02-12,2024-02-16,1650.37,acctnt_6,2024-02-16,8330,Revenue - Consulting,Equipment Purchase,0.0,1650.37,242338,4
INV1332,2024-02-09,2024-02-16,381.31,acctnt_3,2024-02-16,8331,Revenue - Software Sales,Cloud Service Renewal,0.0,381.31,242719,7
INV1333,2024-02-16,2024-02-17,4977.28,acctnt_3,2024-02-17,8332,Revenue - Consulting,Cloud Service Renewal,0.0,4977.28,247696,1
INV1334,2024-02-10,2024-02-17,3500.94,acctnt_6,2024-02-17,8333,Revenue - Software Sales,Office Rent,0.0,3500.94,251197,7
INV1335,2024-02-13,2024-02-17,3140.73,acctnt_3,2024-02-17,8334,Salaries Expense,Salary Expense,3140.73,0.0,248056,4
INV1336,2024-02-12,2024-02-17,1933.46,acctnt_1,2024-02-17,8335,Salaries Expense,Salary Expense,1933.46,0.0,246123,5
INV1337,2024-02-11,2024-02-17,4423.56,acctnt_4,2024-02-17,8336,Accounts Payable,Cloud Service Renewal,4423.56,0.0,241699,6
INV1338,2024-02-17,2024-02-17,3297.44,acctnt_6,2024-02-17,8337,Software Subscriptions,Maintenance Fee,3297.44,0.0,238402,0
INV1339,2024-02-16,2024-02-17,1607.58,acctnt_5,2024-02-17,8338,Software Subscriptions,Maintenance Fee,1607.58,0.0,236794,1
INV1340,2024-02-10,2024-02-17,4133.04,acctnt_4,2024-02-17,8339,Revenue - Consulting,Cloud Service Renewal,0.0,4133.04,240927,7
INV1341,2024-02-11,2024-02-17,3281.26,acctnt_5,2024-02-17,8340,Revenue - Consulting,Client Payment,0.0,3281.26,244209,6
INV1342,2024-02-15,2024-02-17,4334.08,acctnt_2,2024-02-17,8341,Revenue - Consulting,Client Payment,0.0,4334.08,248543,2
INV1343,2024-02-13,2024-02-17,3877.68,acctnt_3,2024-02-17,8342,Equipment Purchase,Office Rent,3877.68,0.0,244665,4
INV1344,2024-02-12,2024-02-17,1668.82,acctnt_5,2024-02-17,8343,Software Subscriptions,Salary Expense,1668.82,0.0,242996,5
INV1345,2024-02-12,2024-02-17,2850.19,acctnt_3,2024-02-17,8344,Salaries Expense,Invoice Payment,2850.19,0.0,240146,5
INV1346,2024-02-12,2024-02-17,4277.41,acctnt_1,2024-02-17,8345,Revenue - Consulting,Salary Expense,0.0,4277.41,244423,5
INV1347,2024-02-10,2024-02-17,1277.86,acctnt_5,2024-02-17,8346,Revenue - Consulting,Salary Expense,0.0,1277.86,245701,7
INV1348,2024-02-13,2024-02-17,958.6,acctnt_6,2024-02-17,8347,Revenue - Consulting,Salary Expense,0.0,958.6,246660,4
INV1349,2024-02-14,2024-02-17,1585.65,acctnt_1,2024-02-17,8348,Office Rent,Office Rent,1585.65,0.0,245074,3
INV1350,2024-02-14,2024-02-17,4813.78,acctnt_4,2024-02-17,8349,Revenue - Consulting,Office Rent,0.0,4813.78,249888,3
INV1351,2024-02-17,2024-02-17,1886.3,acctnt_6,2024-02-17,8350,Office Rent,Software Purchase,1886.3,0.0,248002,0
INV1352,2024-02-16,2024-02-17,2030.73,acctnt_5,2024-02-17,8351,Accounts Payable,Software Purchase,2030.73,0.0,245971,1
INV1353,2024-02-12,2024-02-17,2878.61,acctnt_5,2024-02-17,8352,Software Subscriptions,Maintenance Fee,2878.61,0.0,243092,5
INV1354,2024-02-10,2024-02-17,2203.6,acctnt_2,2024-02-17,8353,Office Rent,Maintenance Fee,2203.6,0.0,240889,7
INV1355,2024-02-14,2024-02-17,1936.91,acctnt_4,2024-02-17,8354,Salaries Expense,Equipment Purchase,1936.91,0.0,238952,3
INV1356,2024-02-15,2024-02-17,1303.38,acctnt_4,2024-02-17,8355,Revenue - Consulting,Invoice Payment,0.0,1303.38,240255,2
INV1357,2024-02-10,2024-02-17,2772.01,acctnt_2,2024-02-17,8356,Salaries Expense,Cloud Service Renewal,2772.01,0.0,237483,7
INV1358,2024-02-11,2024-02-17,4647.1,acctnt_1,2024-02-17,8357,Salaries Expense,Invoice Payment,4647.1,0.0,232836,6
INV1359,2024-02-17,2024-02-17,577.96,acctnt_1,2024-02-17,8358,Salaries Expense,Client Payment,577.96,0.0,232258,0
INV1360,2024-02-12,2024-02-17,4209.62,acctnt_3,2024-02-17,8359,Accounts Payable,Software Purchase,4209.62,0.0,228049,5
INV1361,2024-02-10,2024-02-17,538.75,acctnt_2,2024-02-17,8360,Salaries Expense,Software Purchase,538.75,0.0,227510,7
INV1362,2024-02-14,2024-02-17,3205.95,acctnt_2,2024-02-17,8361,Revenue - Consulting,Invoice Payment,0.0,3205.95,230716,3
INV1363,2024-02-15,2024-02-17,3014.08,acctnt_6,2024-02-17,8362,Revenue - Consulting,Salary Expense,0.0,3014.08,233730,2
INV1364,2024-02-14,2024-02-17,1775.08,acctnt_6,2024-02-17,8363,Revenue - Software Sales,Software Purchase,0.0,1775.08,235505,3
INV1365,2024-02-15,2024-02-17,3366.7,acctnt_6,2024-02-17,8364,Revenue - Consulting,Salary Expense,0.0,3366.7,238872,2
INV1366,2024-02-12,2024-02-18,3828.56,acctnt_6,2024-02-18,8365,Accounts Receivable,Invoice Payment,0.0,3828.56,242700,6
INV1367,2024-02-12,2024-02-18,1493.35,acctnt_6,2024-02-18,8366,Revenue - Consulting,Invoice Payment,0.0,1493.35,244194,6
INV1368,2024-02-14,2024-02-18,1611.92,acctnt_4,2024-02-18,8367,Revenue - Consulting,Maintenance Fee,0.0,1611.92,245806,4
INV1369,2024-02-15,2024-02-18,3779.83,acctnt_1,2024-02-18,8368,Revenue - Consulting,Invoice Payment,0.0,3779.83,249585,3
INV1370,2024-02-18,2024-02-18,747.85,acctnt_2,2024-02-18,8369,Salaries Expense,Software Purchase,747.85,0.0,248837,0
INV1371,2024-02-12,2024-02-18,2997.03,acctnt_4,2024-02-18,8370,Revenue - Consulting,Equipment Purchase,0.0,2997.03,251835,6
INV1372,2024-02-14,2024-02-18,1748.23,acctnt_5,2024-02-18,8371,Equipment Purchase,Invoice Payment,1748.23,0.0,250086,4
INV1373,2024-02-13,2024-02-18,3136.88,acctnt_2,2024-02-18,8372,Salaries Expense,Office Rent,3136.88,0.0,246949,5
INV1374,2024-02-16,2024-02-18,4785.71,acctnt_3,2024-02-18,8373,Revenue - Consulting,Client Payment,0.0,4785.71,251735,2
INV1375,2024-02-15,2024-02-18,3581.89,acctnt_1,2024-02-18,8374,Revenue - Consulting,Cloud Service Renewal,0.0,3581.89,255317,3
INV1376,2024-02-17,2024-02-18,1139.85,acctnt_3,2024-02-18,8375,Revenue - Consulting,Invoice Payment,0.0,1139.85,256457,1
INV1377,2024-02-12,2024-02-18,2750.09,acctnt_2,2024-02-18,8376,Revenue - Consulting,Maintenance Fee,0.0,2750.09,259207,6
INV1378,2024-02-17,2024-02-18,4020.56,acctnt_2,2024-02-18,8377,Salaries Expense,Salary Expense,4020.56,0.0,255186,1
INV1379,2024-02-18,2024-02-18,4819.67,acctnt_5,2024-02-18,8378,Revenue - Consulting,Client Payment,0.0,4819.67,260006,0
INV1380,2024-02-13,2024-02-18,858.6,acctnt_2,2024-02-18,8379,Revenue - Software Sales,Office Rent,0.0,858.6,260865,5
INV1381,2024-02-11,2024-02-18,4437.86,acctnt_5,2024-02-18,8380,Revenue - Consulting,Equipment Purchase,0.0,4437.86,265303,7
INV1382,2024-02-15,2024-02-18,1021.29,acctnt_2,2024-02-18,8381,Software Subscriptions,Software Purchase,1021.29,0.0,264281,3
INV1383,2024-02-11,2024-02-18,4279.5,acctnt_1,2024-02-18,8382,Revenue - Consulting,Client Payment,0.0,4279.5,268561,7
INV1384,2024-02-16,2024-02-18,466.19,acctnt_1,2024-02-18,8383,Revenue - Consulting,Salary Expense,0.0,466.19,269027,2
INV1385,2024-02-18,2024-02-18,3255.82,acctnt_2,2024-02-18,8384,Office Rent,Client Payment,3255.82,0.0,265771,0
INV1386,2024-02-16,2024-02-18,2402.19,acctnt_4,2024-02-18,8385,Revenue - Consulting,Equipment Purchase,0.0,2402.19,268173,2
INV1387,2024-02-13,2024-02-18,3349.6,acctnt_2,2024-02-18,8386,Software Subscriptions,Software Purchase,3349.6,0.0,264824,5
INV1388,2024-02-13,2024-02-19,3058.21,acctnt_5,2024-02-19,8387,Revenue - Consulting,Software Purchase,0.0,3058.21,267882,6
INV1389,2024-02-14,2024-02-19,3533.87,acctnt_2,2024-02-19,8388,Revenue - Consulting,Client Payment,0.0,3533.87,271416,5
INV1390,2024-02-15,2024-02-19,1620.41,acctnt_1,2024-02-19,8389,Revenue - Consulting,Equipment Purchase,0.0,1620.41,273036,4
INV1391,2024-02-19,2024-02-19,1957.76,acctnt_6,2024-02-19,8390,Salaries Expense,Invoice Payment,1957.76,0.0,271078,0
INV1392,2024-02-14,2024-02-19,3264.08,acctnt_2,2024-02-19,8391,Revenue - Consulting,Client Payment,0.0,3264.08,274343,5
INV1393,2024-02-16,2024-02-19,4552.13,acctnt_3,2024-02-19,8392,Accounts Receivable,Equipment Purchase,0.0,4552.13,278895,3
INV1394,2024-02-13,2024-02-19,932.16,acctnt_6,2024-02-19,8393,Revenue - Consulting,Equipment Purchase,0.0,932.16,279827,6
INV1395,2024-02-13,2024-02-19,1725.23,acctnt_2,2024-02-19,8394,Revenue - Consulting,Office Rent,0.0,1725.23,281552,6
INV1396,2024-02-18,2024-02-19,4419.16,acctnt_6,2024-02-19,8395,Revenue - Consulting,Client Payment,0.0,4419.16,285971,1
INV1397,2024-02-14,2024-02-19,2164.68,acctnt_6,2024-02-19,8396,Equipment Purchase,Software Purchase,2164.68,0.0,283807,5
INV1398,2024-02-13,2024-02-19,1862.96,acctnt_6,2024-02-19,8397,Salaries Expense,Equipment Purchase,1862.96,0.0,281944,6
INV1399,2024-02-16,2024-02-19,1931.29,acctnt_6,2024-02-19,8398,Salaries Expense,Client Payment,1931.29,0.0,280012,3
INV1400,2024-02-12,2024-02-19,532.39,acctnt_5,2024-02-19,8399,Revenue - Consulting,Software Purchase,0.0,532.39,280545,7
INV1401,2024-02-14,2024-02-19,1218.83,acctnt_4,2024-02-19,8400,Revenue - Consulting,Cloud Service Renewal,0.0,1218.83,281763,5
INV1402,2024-02-16,2024-02-19,999.97,acctnt_5,2024-02-19,8401,Revenue - Software Sales,Client Payment,0.0,999.97,282763,3
INV1403,2024-02-12,2024-02-19,2423.27,acctnt_1,2024-02-19,8402,Equipment Purchase,Salary Expense,2423.27,0.0,280340,7
INV1404,2024-02-13,2024-02-19,3027.24,acctnt_1,2024-02-19,8403,Revenue - Consulting,Equipment Purchase,0.0,3027.24,283367,6
INV1405,2024-02-15,2024-02-19,640.65,acctnt_3,2024-02-19,8404,Salaries Expense,Office Rent,640.65,0.0,282727,4
INV1406,2024-02-17,2024-02-19,2787.86,acctnt_4,2024-02-19,8405,Equipment Purchase,Salary Expense,2787.86,0.0,279939,2
INV1407,2024-02-13,2024-02-19,4303.28,acctnt_1,2024-02-19,8406,Revenue - Consulting,Maintenance Fee,0.0,4303.28,284242,6
INV1408,2024-02-14,2024-02-19,2509.83,acctnt_1,2024-02-19,8407,Revenue - Consulting,Equipment Purchase,0.0,2509.83,286752,5
INV1409,2024-02-13,2024-02-19,2167.19,acctnt_1,2024-02-19,8408,Revenue - Consulting,Cloud Service Renewal,0.0,2167.19,288919,6
INV1410,2024-02-15,2024-02-19,4269.83,acctnt_5,2024-02-19,8409,Revenue - Software Sales,Equipment Purchase,0.0,4269.83,293189,4
INV1411,2024-02-14,2024-02-19,4840.51,acctnt_6,2024-02-19,8410,Salaries Expense,Equipment Purchase,4840.51,0.0,288349,5
INV1412,2024-02-14,2024-02-20,3403.3,acctnt_6,2024-02-20,8411,Revenue - Consulting,Equipment Purchase,0.0,3403.3,291752,6
INV1413,2024-02-17,2024-02-20,3756.38,acctnt_5,2024-02-20,8412,Revenue - Consulting,Equipment Purchase,0.0,3756.38,295508,3
INV1414,2024-02-17,2024-02-20,914.02,acctnt_5,2024-02-20,8413,Office Rent,Office Rent,914.02,0.0,294594,3
INV1415,2024-02-15,2024-02-20,479.91,acctnt_5,2024-02-20,8414,Accounts Receivable,Office Rent,0.0,479.91,295074,5
INV1416,2024-02-15,2024-02-20,2676.2,acctnt_6,2024-02-20,8415,Revenue - Consulting,Equipment Purchase,0.0,2676.2,297750,5
INV1417,2024-02-18,2024-02-20,363.2,acctnt_3,2024-02-20,8416,Salaries Expense,Equipment Purchase,363.2,0.0,297387,2
INV1418,2024-02-14,2024-02-20,2595.6,acctnt_5,2024-02-20,8417,Salaries Expense,Salary Expense,2595.6,0.0,294791,6
INV1419,2024-02-17,2024-02-20,1964.57,acctnt_5,2024-02-20,8418,Revenue - Consulting,Salary Expense,0.0,1964.57,296756,3
INV1420,2024-02-15,2024-02-20,2374.52,acctnt_6,2024-02-20,8419,Revenue - Consulting,Salary Expense,0.0,2374.52,299131,5
INV1421,2024-02-16,2024-02-20,4420.67,acctnt_3,2024-02-20,8420,Salaries Expense,Client Payment,4420.67,0.0,294710,4
INV1422,2024-02-16,2024-02-20,4755.73,acctnt_3,2024-02-20,8421,Revenue - Software Sales,Client Payment,0.0,4755.73,299466,4
INV1423,2024-02-16,2024-02-20,1886.76,acctnt_3,2024-02-20,8422,Accounts Receivable,Cloud Service Renewal,0.0,1886.76,301352,4
INV1424,2024-02-16,2024-02-20,509.93,acctnt_6,2024-02-20,8423,Revenue - Consulting,Maintenance Fee,0.0,509.93,301862,4
INV1425,2024-02-19,2024-02-20,1458.46,acctnt_4,2024-02-20,8424,Revenue - Consulting,Invoice Payment,0.0,1458.46,303321,1
INV1426,2024-02-15,2024-02-20,2412.34,acctnt_3,2024-02-20,8425,Office Rent,Client Payment,2412.34,0.0,300908,5
INV1427,2024-02-16,2024-02-20,2576.31,acctnt_1,2024-02-20,8426,Revenue - Consulting,Software Purchase,0.0,2576.31,303485,4
INV1428,2024-02-19,2024-02-20,4241.23,acctnt_5,2024-02-20,8427,Software Subscriptions,Client Payment,4241.23,0.0,299244,1
INV1429,2024-02-19,2024-02-20,285.19,acctnt_6,2024-02-20,8428,Salaries Expense,Salary Expense,285.19,0.0,298958,1
INV1430,2024-02-14,2024-02-20,1933.68,acctnt_4,2024-02-20,8429,Revenue - Consulting,Software Purchase,0.0,1933.68,300892,6
INV1431,2024-02-18,2024-02-21,4882.48,acctnt_6,2024-02-21,8430,Revenue - Consulting,Cloud Service Renewal,0.0,4882.48,305775,3
INV1432,2024-02-15,2024-02-21,1247.12,acctnt_5,2024-02-21,8431,Revenue - Consulting,Cloud Service Renewal,0.0,1247.12,307022,6
INV1433,2024-02-21,2024-02-21,273.05,acctnt_2,2024-02-21,8432,Revenue - Consulting,Software Purchase,0.0,273.05,307295,0
INV1434,2024-02-17,2024-02-21,3585.36,acctnt_6,2024-02-21,8433,Revenue - Consulting,Salary Expense,0.0,3585.36,310880,4
INV1435,2024-02-15,2024-02-21,2904.47,acctnt_1,2024-02-21,8434,Salaries Expense,Equipment Purchase,2904.47,0.0,307976,6
INV1436,2024-02-16,2024-02-21,3239.73,acctnt_3,2024-02-21,8435,Revenue - Consulting,Maintenance Fee,0.0,3239.73,311215,5
INV1437,2024-02-19,2024-02-21,237.76,acctnt_5,2024-02-21,8436,Accounts Receivable,Office Rent,0.0,237.76,311453,2
INV1438,2024-02-19,2024-02-21,4786.46,acctnt_6,2024-02-21,8437,Salaries Expense,Cloud Service Renewal,4786.46,0.0,306667,2
INV1439,2024-02-15,2024-02-21,1213.14,acctnt_3,2024-02-21,8438,Salaries Expense,Office Rent,1213.14,0.0,305453,6
INV1440,2024-02-16,2024-02-21,1157.4,acctnt_5,2024-02-21,8439,Revenue - Consulting,Software Purchase,0.0,1157.4,306611,5
INV1441,2024-02-16,2024-02-21,1194.93,acctnt_6,2024-02-21,8440,Salaries Expense,Office Rent,1194.93,0.0,305416,5
INV1442,2024-02-14,2024-02-21,2931.12,acctnt_4,2024-02-21,8441,Equipment Purchase,Cloud Service Renewal,2931.12,0.0,302485,7
INV1443,2024-02-18,2024-02-21,4456.35,acctnt_6,2024-02-21,8442,Salaries Expense,Invoice Payment,4456.35,0.0,298028,3
INV1444,2024-02-16,2024-02-21,1204.41,acctnt_2,2024-02-21,8443,Equipment Purchase,Office Rent,1204.41,0.0,296824,5
INV1445,2024-02-16,2024-02-21,2981.39,acctnt_6,2024-02-21,8444,Revenue - Consulting,Invoice Payment,0.0,2981.39,299805,5
INV1446,2024-02-21,2024-02-21,3342.17,acctnt_1,2024-02-21,8445,Salaries Expense,Software Purchase,3342.17,0.0,296463,0
INV1447,2024-02-15,2024-02-21,790.42,acctnt_5,2024-02-21,8446,Equipment Purchase,Maintenance Fee,790.42,0.0,295673,6
INV1448,2024-02-20,2024-02-21,340.7,acctnt_4,2024-02-21,8447,Salaries Expense,Invoice Payment,340.7,0.0,295332,1
INV1449,2024-02-18,2024-02-21,207.73,acctnt_6,2024-02-21,8448,Software Subscriptions,Invoice Payment,207.73,0.0,295124,3
INV1450,2024-02-21,2024-02-21,3015.37,acctnt_6,2024-02-21,8449,Revenue - Consulting,Software Purchase,0.0,3015.37,298140,0
INV1451,2024-02-19,2024-02-21,213.93,acctnt_2,2024-02-21,8450,Revenue - Consulting,Office Rent,0.0,213.93,298354,2
INV1452,2024-02-18,2024-02-21,4736.06,acctnt_2,2024-02-21,8451,Revenue - Consulting,Office Rent,0.0,4736.06,303090,3
INV1453,2024-02-21,2024-02-21,814.47,acctnt_2,2024-02-21,8452,Accounts Receivable,Equipment Purchase,0.0,814.47,303904,0
INV1454,2024-02-15,2024-02-21,2737.74,acctnt_2,2024-02-21,8453,Software Subscriptions,Cloud Service Renewal,2737.74,0.0,301167,6
INV1455,2024-02-19,2024-02-21,969.18,acctnt_1,2024-02-21,8454,Accounts Receivable,Invoice Payment,0.0,969.18,302136,2
INV1456,2024-02-19,2024-02-21,1954.46,acctnt_2,2024-02-21,8455,Revenue - Consulting,Equipment Purchase,0.0,1954.46,304090,2
INV1457,2024-02-19,2024-02-21,3209.01,acctnt_1,2024-02-21,8456,Salaries Expense,Client Payment,3209.01,0.0,300881,2
INV1458,2024-02-17,2024-02-21,4150.68,acctnt_5,2024-02-21,8457,Salaries Expense,Cloud Service Renewal,4150.68,0.0,296730,4
INV1459,2024-02-16,2024-02-21,4752.69,acctnt_2,2024-02-21,8458,Office Rent,Client Payment,4752.69,0.0,291978,5
INV1460,2024-02-16,2024-02-22,3571.72,acctnt_2,2024-02-22,8459,Accounts Payable,Equipment Purchase,3571.72,0.0,288406,6
INV1461,2024-02-17,2024-02-22,1728.62,acctnt_6,2024-02-22,8460,Revenue - Consulting,Equipment Purchase,0.0,1728.62,290135,5
INV1462,2024-02-21,2024-02-22,356.72,acctnt_3,2024-02-22,8461,Office Rent,Maintenance Fee,356.72,0.0,289778,1
INV1463,2024-02-20,2024-02-22,3554.93,acctnt_5,2024-02-22,8462,Salaries Expense,Cloud Service Renewal,3554.93,0.0,286223,2
INV1464,2024-02-18,2024-02-22,388.1,acctnt_2,2024-02-22,8463,Revenue - Consulting,Invoice Payment,0.0,388.1,286611,4
INV1465,2024-02-19,2024-02-22,4373.62,acctnt_1,2024-02-22,8464,Revenue - Consulting,Client Payment,0.0,4373.62,290985,3
INV1466,2024-02-17,2024-02-22,3108.04,acctnt_5,2024-02-22,8465,Revenue - Consulting,Client Payment,0.0,3108.04,294093,5
INV1467,2024-02-17,2024-02-22,3613.29,acctnt_4,2024-02-22,8466,Software Subscriptions,Cloud Service Renewal,3613.29,0.0,290479,5
INV1468,2024-02-22,2024-02-22,3822.73,acctnt_3,2024-02-22,8467,Revenue - Consulting,Cloud Service Renewal,0.0,3822.73,294302,0
INV1469,2024-02-17,2024-02-22,890.63,acctnt_1,2024-02-22,8468,Salaries Expense,Maintenance Fee,890.63,0.0,293412,5
INV1470,2024-02-20,2024-02-22,736.24,acctnt_6,2024-02-22,8469,Revenue - Consulting,Salary Expense,0.0,736.24,294148,2
