Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
04-02-2024,7943,Revenue - Consulting,Cloud Service Renewal,0,1499.12,260779
04-02-2024,7944,Office Rent,Maintenance Fee,2981.28,0,257798
04-02-2024,7945,Accounts Payable,Office Rent,4911.54,0,252886
04-02-2024,7946,Accounts Receivable,Client Payment,0,181.84,253068
04-02-2024,7947,Salaries Expense,Cloud Service Renewal,3680.35,0,249388
04-02-2024,7948,Revenue - Consulting,Salary Expense,0,2124.48,251512
04-02-2024,7949,Revenue - Consulting,Invoice Payment,0,1597.5,253110
04-02-2024,7950,Revenue - Consulting,Maintenance Fee,0,3458.82,256568
04-02-2024,7951,Revenue - Consulting,Client Payment,0,3150.74,259719
04-02-2024,7952,Revenue - Consulting,Cloud Service Renewal,0,3446.02,263165
04-02-2024,7953,Revenue - Software Sales,Salary Expense,0,3189.18,266354
04-02-2024,7954,Revenue - Consulting,Software Purchase,0,4323.11,270677
04-02-2024,7955,Revenue - Consulting,Office Rent,0,312.57,270990
04-02-2024,7956,Salaries Expense,Salary Expense,2141.2,0,268849
04-02-2024,7957,Salaries Expense,Equipment Purchase,2124.85,0,266724
04-02-2024,7958,Revenue - Consulting,Office Rent,0,4523.11,271247
04-02-2024,7959,Revenue - Software Sales,Equipment Purchase,0,3994.05,275241
04-02-2024,7960,Accounts Payable,Equipment Purchase,2549.92,0,272691
04-02-2024,7961,Salaries Expense,Cloud Service Renewal,1704.5,0,270987
05-02-2024,7962,Revenue - Consulting,Equipment Purchase,0,1823.32,272810
05-02-2024,7963,Revenue - Consulting,Equipment Purchase,0,530.25,273340
05-02-2024,7964,Salaries Expense,Software Purchase,3202.43,0,270138
05-02-2024,7965,Revenue - Consulting,Salary Expense,0,4549.09,274687
05-02-2024,7966,Software Subscriptions,Equipment Purchase,1729.08,0,272958
05-02-2024,7967,Revenue - Consulting,Salary Expense,0,3550.65,276508
05-02-2024,7968,Accounts Payable,Cloud Service Renewal,2570.66,0,273938
05-02-2024,7969,Salaries Expense,Salary Expense,2052.67,0,271885
05-02-2024,7970,Accounts Payable,Equipment Purchase,2225.37,0,269660
05-02-2024,7971,Salaries Expense,Software Purchase,1533.34,0,268126
05-02-2024,7972,Accounts Receivable,Client Payment,0,325.66,268452
05-02-2024,7973,Revenue - Consulting,Software Purchase,0,4712.81,273165
05-02-2024,7974,Revenue - Consulting,Software Purchase,0,2385.94,275551
05-02-2024,7975,Salaries Expense,Office Rent,3054.37,0,272496
05-02-2024,7976,Revenue - Consulting,Office Rent,0,1226.75,273723
05-02-2024,7977,Revenue - Consulting,Cloud Service Renewal,0,997.85,274721
05-02-2024,7978,Revenue - Consulting,Invoice Payment,0,2598.82,277320
05-02-2024,7979,Office Rent,Maintenance Fee,4539.24,0,272781
05-02-2024,7980,Revenue - Software Sales,Client Payment,0,4692.59,277473
05-02-2024,7981,Accounts Payable,Software Purchase,2146.55,0,275327
05-02-2024,7982,Revenue - Consulting,Salary Expense,0,3286.54,278613
05-02-2024,7983,Salaries Expense,Office Rent,3414.73,0,275198
05-02-2024,7984,Revenue - Consulting,Software Purchase,0,687.38,275886
05-02-2024,7985,Salaries Expense,Office Rent,3739.93,0,272146
06-02-2024,7986,Revenue - Consulting,Software Purchase,0,1447.31,273593
06-02-2024,7987,Salaries Expense,Salary Expense,603.24,0,272990
06-02-2024,7988,Salaries Expense,Office Rent,1888.69,0,271101
06-02-2024,7989,Revenue - Consulting,Salary Expense,0,1870.59,272972
06-02-2024,7990,Accounts Receivable,Salary Expense,0,4490.16,277462
06-02-2024,7991,Salaries Expense,Software Purchase,385.6,0,277076
06-02-2024,7992,Salaries Expense,Equipment Purchase,3305.33,0,273771
06-02-2024,7993,Equipment Purchase,Office Rent,3187.5,0,270584
06-02-2024,7994,Accounts Payable,Client Payment,4316.84,0,266267
06-02-2024,7995,Accounts Receivable,Invoice Payment,0,4566.44,270833
06-02-2024,7996,Office Rent,Cloud Service Renewal,3125.8,0,267707
06-02-2024,7997,Salaries Expense,Cloud Service Renewal,2037.62,0,265670
06-02-2024,7998,Revenue - Consulting,Equipment Purchase,0,3798.18,269468
06-02-2024,7999,Accounts Receivable,Software Purchase,0,4136.05,273604
06-02-2024,8000,Revenue - Consulting,Maintenance Fee,0,3763.81,277368
06-02-2024,8001,Revenue - Consulting,Invoice Payment,0,2452.19,279820
06-02-2024,8002,Salaries Expense,Client Payment,1990.58,0,277829
06-02-2024,8003,Revenue - Consulting,Salary Expense,0,3922.98,281752
06-02-2024,8004,Accounts Receivable,Invoice Payment,0,1425.45,283178
06-02-2024,8005,Revenue - Consulting,Salary Expense,0,346.43,283524
06-02-2024,8006,Revenue - Consulting,Cloud Service Renewal,0,2313.41,285838
06-02-2024,8007,Accounts Payable,Client Payment,3809.4,0,282028
06-02-2024,8008,Salaries Expense,Invoice Payment,413.81,0,281615
06-02-2024,8009,Accounts Payable,Office Rent,1346.11,0,280268
06-02-2024,8010,Office Rent,Salary Expense,3402.12,0,276866
06-02-2024,8011,Revenue - Software Sales,Cloud Service Renewal,0,1426.83,278293
06-02-2024,8012,Salaries Expense,Cloud Service Renewal,1177.89,0,277115
06-02-2024,8013,Revenue - Consulting,Software Purchase,0,1215.12,278330
06-02-2024,8014,Salaries Expense,Cloud Service Renewal,3552.77,0,274778
06-02-2024,8015,Revenue - Consulting,Client Payment,0,1814.9,276592
06-02-2024,8016,Revenue - Consulting,Client Payment,0,3396.38,279989
06-02-2024,8017,Office Rent,Salary Expense,2915.29,0,277074
06-02-2024,8018,Office Rent,Software Purchase,953.24,0,276120
06-02-2024,8019,Revenue - Consulting,Salary Expense,0,2135.1,278255
07-02-2024,8020,Revenue - Software Sales,Invoice Payment,0,1045.95,279301
07-02-2024,8021,Salaries Expense,Invoice Payment,2793.51,0,276508
07-02-2024,8022,Software Subscriptions,Cloud Service Renewal,4634.8,0,271873
07-02-2024,8023,Revenue - Consulting,Invoice Payment,0,3434.13,275307
07-02-2024,8024,Accounts Receivable,Software Purchase,0,2859.16,278166
07-02-2024,8025,Accounts Receivable,Office Rent,0,855.89,279022
07-02-2024,8026,Revenue - Consulting,Cloud Service Renewal,0,4576.94,283599
07-02-2024,8027,Revenue - Consulting,Office Rent,0,4415.01,288014
07-02-2024,8028,Software Subscriptions,Client Payment,1095.53,0,286919
07-02-2024,8029,Salaries Expense,Maintenance Fee,2487.84,0,284431
07-02-2024,8030,Revenue - Consulting,Invoice Payment,0,4301.68,288733
07-02-2024,8031,Equipment Purchase,Client Payment,2700.35,0,286032
07-02-2024,8032,Accounts Receivable,Invoice Payment,0,3048.8,289081
07-02-2024,8033,Office Rent,Client Payment,2804.59,0,286276
07-02-2024,8034,Revenue - Consulting,Maintenance Fee,0,2924.28,289201
07-02-2024,8035,Salaries Expense,Equipment Purchase,3187.7,0,286013
07-02-2024,8036,Revenue - Software Sales,Client Payment,0,1421.62,287435
07-02-2024,8037,Accounts Payable,Invoice Payment,4542.73,0,282892
07-02-2024,8038,Revenue - Consulting,Maintenance Fee,0,3016.73,285909
07-02-2024,8039,Revenue - Consulting,Equipment Purchase,0,1729.7,287638
07-02-2024,8040,Salaries Expense,Office Rent,3048.01,0,284590
07-02-2024,8041,Salaries Expense,Client Payment,2908.94,0,281681
07-02-2024,8042,Revenue - Consulting,Client Payment,0,2176.97,283858
07-02-2024,8043,Revenue - Consulting,Equipment Purchase,0,3232.28,287091
07-02-2024,8044,Revenue - Consulting,Equipment Purchase,0,2197.82,289288
07-02-2024,8045,Revenue - Consulting,Maintenance Fee,0,2382.16,291671
07-02-2024,8046,Salaries Expense,Client Payment,2204.22,0,289466
07-02-2024,8047,Salaries Expense,Office Rent,3682.75,0,285784
07-02-2024,8048,Office Rent,Invoice Payment,1495.2,0,284288
07-02-2024,8049,Equipment Purchase,Maintenance Fee,781.86,0,283507
07-02-2024,8050,Salaries Expense,Salary Expense,994.34,0,282512
07-02-2024,8051,Equipment Purchase,Office Rent,4538.02,0,277974
07-02-2024,8052,Software Subscriptions,Invoice Payment,1061.49,0,276913
07-02-2024,8053,Revenue - Consulting,Client Payment,0,3511.86,280425
07-02-2024,8054,Salaries Expense,Office Rent,1606.19,0,278818
07-02-2024,8055,Equipment Purchase,Salary Expense,3756.32,0,275062
07-02-2024,8056,Revenue - Consulting,Software Purchase,0,2470.75,277533
08-02-2024,8057,Salaries Expense,Cloud Service Renewal,1906.24,0,275627
08-02-2024,8058,Revenue - Software Sales,Maintenance Fee,0,2004.97,277632
08-02-2024,8059,Accounts Payable,Software Purchase,1657.89,0,275974
08-02-2024,8060,Revenue - Software Sales,Maintenance Fee,0,3428.07,279402
08-02-2024,8061,Revenue - Consulting,Office Rent,0,2173.36,281575
08-02-2024,8062,Salaries Expense,Software Purchase,4912.12,0,276663
08-02-2024,8063,Accounts Receivable,Equipment Purchase,0,4862.75,281526
08-02-2024,8064,Salaries Expense,Cloud Service Renewal,701.3,0,280824
08-02-2024,8065,Software Subscriptions,Cloud Service Renewal,2552.1,0,278272
08-02-2024,8066,Revenue - Consulting,Equipment Purchase,0,3219.53,281492
08-02-2024,8067,Revenue - Consulting,Client Payment,0,813.34,282305
08-02-2024,8068,Revenue - Consulting,Maintenance Fee,0,538.18,282843
08-02-2024,8069,Accounts Receivable,Invoice Payment,0,3015.41,285859
08-02-2024,8070,Accounts Receivable,Equipment Purchase,0,2699.73,288558
08-02-2024,8071,Salaries Expense,Equipment Purchase,1309.23,0,287249
08-02-2024,8072,Accounts Receivable,Office Rent,0,672.54,287922
08-02-2024,8073,Office Rent,Cloud Service Renewal,2903.38,0,285018
08-02-2024,8074,Accounts Receivable,Office Rent,0,1629.87,286648
08-02-2024,8075,Revenue - Consulting,Invoice Payment,0,1439.51,288088
08-02-2024,8076,Salaries Expense,Invoice Payment,3761.39,0,284326
08-02-2024,8077,Revenue - Consulting,Maintenance Fee,0,4662,288988
08-02-2024,8078,Accounts Payable,Maintenance Fee,1888.25,0,287100
08-02-2024,8079,Software Subscriptions,Client Payment,2830.75,0,284269
08-02-2024,8080,Revenue - Software Sales,Maintenance Fee,0,1290.93,285560
08-02-2024,8081,Revenue - Consulting,Maintenance Fee,0,809.26,286370
08-02-2024,8082,Salaries Expense,Client Payment,4164.65,0,282205
08-02-2024,8083,Software Subscriptions,Cloud Service Renewal,4902.51,0,277302
08-02-2024,8084,Office Rent,Software Purchase,3712.5,0,273590
08-02-2024,8085,Salaries Expense,Client Payment,729.2,0,272861
08-02-2024,8086,Accounts Payable,Salary Expense,547.96,0,272313
08-02-2024,8087,Equipment Purchase,Equipment Purchase,3371.24,0,268942
08-02-2024,8088,Revenue - Consulting,Maintenance Fee,0,2206.15,271148
08-02-2024,8089,Accounts Payable,Software Purchase,499.39,0,270648
08-02-2024,8090,Salaries Expense,Invoice Payment,2323.97,0,268324
09-02-2024,8091,Revenue - Consulting,Invoice Payment,0,2602.33,270927
09-02-2024,8092,Revenue - Consulting,Office Rent,0,4791.94,275719
09-02-2024,8093,Revenue - Consulting,Client Payment,0,508.82,276227
09-02-2024,8094,Revenue - Consulting,Equipment Purchase,0,2710.36,278938
09-02-2024,8095,Salaries Expense,Maintenance Fee,1144.7,0,277793
09-02-2024,8096,Software Subscriptions,Client Payment,3958.92,0,273834
09-02-2024,8097,Salaries Expense,Cloud Service Renewal,2156.92,0,271677
09-02-2024,8098,Revenue - Consulting,Software Purchase,0,140.53,271818
09-02-2024,8099,Salaries Expense,Salary Expense,1124.7,0,270693
09-02-2024,8100,Office Rent,Equipment Purchase,4066.35,0,266627
09-02-2024,8101,Revenue - Software Sales,Software Purchase,0,2982.23,269609
09-02-2024,8102,Revenue - Consulting,Cloud Service Renewal,0,2558.63,272168
09-02-2024,8103,Accounts Receivable,Invoice Payment,0,4732.46,276900
09-02-2024,8104,Software Subscriptions,Equipment Purchase,170.59,0,276729
09-02-2024,8105,Accounts Payable,Salary Expense,1795.44,0,274934
09-02-2024,8106,Revenue - Consulting,Invoice Payment,0,2696.71,277631
09-02-2024,8107,Revenue - Consulting,Maintenance Fee,0,1998.09,279629
09-02-2024,8108,Equipment Purchase,Cloud Service Renewal,3236.75,0,276392
09-02-2024,8109,Salaries Expense,Office Rent,4904.64,0,271487
09-02-2024,8110,Revenue - Software Sales,Salary Expense,0,1368.26,272856
09-02-2024,8111,Software Subscriptions,Salary Expense,3519.77,0,269336
09-02-2024,8112,Revenue - Consulting,Equipment Purchase,0,514.48,269850
09-02-2024,8113,Revenue - Consulting,Cloud Service Renewal,0,4257.88,274108
09-02-2024,8114,Revenue - Consulting,Software Purchase,0,4008.32,278117
09-02-2024,8115,Accounts Payable,Salary Expense,543.09,0,277573
09-02-2024,8116,Software Subscriptions,Cloud Service Renewal,4014.13,0,273559
09-02-2024,8117,Salaries Expense,Salary Expense,3569.78,0,269990
09-02-2024,8118,Revenue - Consulting,Office Rent,0,4091.14,274081
09-02-2024,8119,Revenue - Consulting,Invoice Payment,0,4909.81,278991
09-02-2024,8120,Salaries Expense,Cloud Service Renewal,4777.93,0,274213
09-02-2024,8121,Revenue - Consulting,Office Rent,0,1014.83,275227
09-02-2024,8122,Salaries Expense,Maintenance Fee,543.17,0,274684
09-02-2024,8123,Revenue - Consulting,Cloud Service Renewal,0,4503.65,279188
09-02-2024,8124,Revenue - Consulting,Maintenance Fee,0,4057.82,283246
10-02-2024,8125,Revenue - Consulting,Equipment Purchase,0,3085.4,286331
10-02-2024,8126,Revenue - Consulting,Cloud Service Renewal,0,3548.19,289879
10-02-2024,8127,Office Rent,Software Purchase,4054.73,0,285825
10-02-2024,8128,Salaries Expense,Invoice Payment,3926.94,0,281898
10-02-2024,8129,Revenue - Software Sales,Equipment Purchase,0,2767.26,284665
10-02-2024,8130,Software Subscriptions,Office Rent,3369.11,0,281296
10-02-2024,8131,Salaries Expense,Salary Expense,796.13,0,280500
10-02-2024,8132,Office Rent,Equipment Purchase,1129.85,0,279370
10-02-2024,8133,Revenue - Consulting,Cloud Service Renewal,0,2662.06,282032
10-02-2024,8134,Revenue - Consulting,Client Payment,0,4682.84,286715
10-02-2024,8135,Equipment Purchase,Salary Expense,101.27,0,286613
10-02-2024,8136,Revenue - Consulting,Software Purchase,0,4611.98,291225
10-02-2024,8137,Accounts Payable,Equipment Purchase,1836.24,0,289389
10-02-2024,8138,Software Subscriptions,Invoice Payment,2645.47,0,286744
10-02-2024,8139,Salaries Expense,Salary Expense,2840.56,0,283903
10-02-2024,8140,Salaries Expense,Cloud Service Renewal,4320.8,0,279582
10-02-2024,8141,Revenue - Consulting,Salary Expense,0,1593.53,281176
10-02-2024,8142,Accounts Payable,Equipment Purchase,1775.46,0,279400
10-02-2024,8143,Revenue - Consulting,Office Rent,0,563.83,279964
10-02-2024,8144,Accounts Payable,Maintenance Fee,3743.68,0,276221
10-02-2024,8145,Revenue - Consulting,Software Purchase,0,3717.86,279938
10-02-2024,8146,Revenue - Software Sales,Salary Expense,0,933.69,280872
10-02-2024,8147,Software Subscriptions,Cloud Service Renewal,442.5,0,280430
10-02-2024,8148,Revenue - Consulting,Office Rent,0,2984.84,283414
10-02-2024,8149,Accounts Receivable,Office Rent,0,4344.95,287759
11-02-2024,8150,Salaries Expense,Cloud Service Renewal,2926.37,0,284833
11-02-2024,8151,Revenue - Consulting,Client Payment,0,1591.06,286424
11-02-2024,8152,Accounts Receivable,Cloud Service Renewal,0,3238.22,289662
11-02-2024,8153,Revenue - Consulting,Equipment Purchase,0,186.05,289848
11-02-2024,8154,Accounts Receivable,Cloud Service Renewal,0,1854.87,291703
11-02-2024,8155,Revenue - Consulting,Office Rent,0,2917.61,294621
11-02-2024,8156,Revenue - Consulting,Client Payment,0,796.34,295417
11-02-2024,8157,Revenue - Software Sales,Client Payment,0,3576.47,298994
11-02-2024,8158,Accounts Receivable,Equipment Purchase,0,4623.18,303617
11-02-2024,8159,Revenue - Consulting,Salary Expense,0,184.57,303801
11-02-2024,8160,Revenue - Consulting,Salary Expense,0,2361.61,306163
11-02-2024,8161,Revenue - Software Sales,Software Purchase,0,4432.06,310595
11-02-2024,8162,Revenue - Consulting,Cloud Service Renewal,0,500.03,311095
11-02-2024,8163,Revenue - Software Sales,Office Rent,0,1127.61,312223
11-02-2024,8164,Accounts Receivable,Maintenance Fee,0,3319.96,315543
11-02-2024,8165,Revenue - Consulting,Salary Expense,0,4058.69,319601
11-02-2024,8166,Revenue - Consulting,Salary Expense,0,4730.71,324332
11-02-2024,8167,Accounts Receivable,Software Purchase,0,3897.28,328229
11-02-2024,8168,Revenue - Software Sales,Cloud Service Renewal,0,1464.44,329694
11-02-2024,8169,Revenue - Consulting,Client Payment,0,2848,332542
11-02-2024,8170,Revenue - Software Sales,Software Purchase,0,803.3,333345
11-02-2024,8171,Revenue - Consulting,Office Rent,0,4376.82,337722
11-02-2024,8172,Accounts Payable,Maintenance Fee,1815.95,0,335906
11-02-2024,8173,Revenue - Consulting,Maintenance Fee,0,4677.72,340584
11-02-2024,8174,Salaries Expense,Invoice Payment,107.98,0,340476
11-02-2024,8175,Salaries Expense,Invoice Payment,4592.09,0,335884
11-02-2024,8176,Revenue - Consulting,Salary Expense,0,4306.04,340190
11-02-2024,8177,Revenue - Consulting,Equipment Purchase,0,577.25,340767
11-02-2024,8178,Accounts Payable,Invoice Payment,547.27,0,340220
12-02-2024,8179,Salaries Expense,Software Purchase,4211.05,0,336009
12-02-2024,8180,Salaries Expense,Equipment Purchase,511.94,0,335497
12-02-2024,8181,Salaries Expense,Maintenance Fee,1459.19,0,334037
12-02-2024,8182,Salaries Expense,Maintenance Fee,3557.26,0,330480
12-02-2024,8183,Revenue - Consulting,Maintenance Fee,0,3396.13,333876
12-02-2024,8184,Equipment Purchase,Client Payment,3644.22,0,330232
12-02-2024,8185,Revenue - Consulting,Equipment Purchase,0,841.23,331073
12-02-2024,8186,Accounts Receivable,Invoice Payment,0,4316.42,335390
12-02-2024,8187,Software Subscriptions,Software Purchase,2804.55,0,332585
12-02-2024,8188,Software Subscriptions,Maintenance Fee,2075.35,0,330510
12-02-2024,8189,Revenue - Software Sales,Invoice Payment,0,595.35,331105
12-02-2024,8190,Equipment Purchase,Maintenance Fee,3422.96,0,327682
12-02-2024,8191,Revenue - Consulting,Maintenance Fee,0,4138.27,331821
12-02-2024,8192,Revenue - Consulting,Salary Expense,0,1803.85,333624
12-02-2024,8193,Salaries Expense,Software Purchase,1281.56,0,332343
12-02-2024,8194,Software Subscriptions,Equipment Purchase,2928.24,0,329415
12-02-2024,8195,Revenue - Consulting,Office Rent,0,3995.88,333410
12-02-2024,8196,Revenue - Software Sales,Maintenance Fee,0,1749.77,335160
12-02-2024,8197,Software Subscriptions,Invoice Payment,2015.9,0,333144
12-02-2024,8198,Accounts Payable,Equipment Purchase,2887.43,0,330257
12-02-2024,8199,Salaries Expense,Client Payment,4928.47,0,325328
12-02-2024,8200,Accounts Payable,Office Rent,320.44,0,325008
12-02-2024,8201,Salaries Expense,Invoice Payment,1855.63,0,323152
12-02-2024,8202,Salaries Expense,Equipment Purchase,3900.79,0,319252
12-02-2024,8203,Office Rent,Equipment Purchase,3153.62,0,316098
12-02-2024,8204,Equipment Purchase,Invoice Payment,3795.77,0,312302
12-02-2024,8205,Salaries Expense,Cloud Service Renewal,2227.17,0,310075
12-02-2024,8206,Software Subscriptions,Software Purchase,3632.12,0,306443
12-02-2024,8207,Accounts Receivable,Client Payment,0,4617.44,311060
12-02-2024,8208,Salaries Expense,Software Purchase,3539.92,0,307520
12-02-2024,8209,Salaries Expense,Software Purchase,4442.4,0,303078
13-02-2024,8210,Software Subscriptions,Maintenance Fee,3620.29,0,299458
13-02-2024,8211,Equipment Purchase,Equipment Purchase,3031.76,0,296426
13-02-2024,8212,Software Subscriptions,Cloud Service Renewal,4131.85,0,292294
13-02-2024,8213,Revenue - Consulting,Salary Expense,0,4700.66,296995
13-02-2024,8214,Revenue - Consulting,Office Rent,0,3651.43,300646
13-02-2024,8215,Salaries Expense,Equipment Purchase,3426.65,0,297220
13-02-2024,8216,Salaries Expense,Maintenance Fee,2419.48,0,294800
13-02-2024,8217,Salaries Expense,Salary Expense,2746.38,0,292054
13-02-2024,8218,Equipment Purchase,Salary Expense,3914.51,0,288139
13-02-2024,8219,Accounts Payable,Cloud Service Renewal,2774.81,0,285364
13-02-2024,8220,Equipment Purchase,Invoice Payment,2444.65,0,282920
13-02-2024,8221,Equipment Purchase,Client Payment,1939.17,0,280981
13-02-2024,8222,Revenue - Software Sales,Client Payment,0,2723.62,283704
13-02-2024,8223,Office Rent,Software Purchase,1038.6,0,282666
13-02-2024,8224,Revenue - Consulting,Cloud Service Renewal,0,1476.39,284142
13-02-2024,8225,Office Rent,Software Purchase,2928.31,0,281214
13-02-2024,8226,Office Rent,Office Rent,1470.91,0,279743
13-02-2024,8227,Equipment Purchase,Equipment Purchase,712.22,0,279031
13-02-2024,8228,Software Subscriptions,Equipment Purchase,3438.89,0,275592
13-02-2024,8229,Salaries Expense,Maintenance Fee,3653.6,0,271938
13-02-2024,8230,Revenue - Consulting,Software Purchase,0,422.96,272361
13-02-2024,8231,Office Rent,Cloud Service Renewal,3213.03,0,269148
13-02-2024,8232,Revenue - Consulting,Equipment Purchase,0,3937.47,273085
13-02-2024,8233,Software Subscriptions,Equipment Purchase,599.76,0,272486
13-02-2024,8234,Equipment Purchase,Software Purchase,908.01,0,271578
13-02-2024,8235,Equipment Purchase,Client Payment,3475.99,0,268102
13-02-2024,8236,Salaries Expense,Office Rent,1637.87,0,266464
13-02-2024,8237,Revenue - Consulting,Invoice Payment,0,4114.25,270578
13-02-2024,8238,Salaries Expense,Maintenance Fee,1088.46,0,269490
13-02-2024,8239,Revenue - Software Sales,Invoice Payment,0,3069.94,272560
13-02-2024,8240,Salaries Expense,Invoice Payment,4615.73,0,267944
13-02-2024,8241,Salaries Expense,Invoice Payment,3690.13,0,264254
14-02-2024,8242,Accounts Payable,Salary Expense,2679.14,0,261575
14-02-2024,8243,Office Rent,Software Purchase,4006.44,0,257568
14-02-2024,8244,Revenue - Consulting,Client Payment,0,4026.8,261595
14-02-2024,8245,Revenue - Consulting,Software Purchase,0,4509.59,266104
14-02-2024,8246,Salaries Expense,Maintenance Fee,207.34,0,265897
14-02-2024,8247,Accounts Payable,Maintenance Fee,1921.09,0,263976
14-02-2024,8248,Revenue - Software Sales,Salary Expense,0,1257.57,265234
14-02-2024,8249,Revenue - Consulting,Maintenance Fee,0,1941.93,267176
14-02-2024,8250,Revenue - Consulting,Client Payment,0,1881.38,269057
14-02-2024,8251,Equipment Purchase,Client Payment,2980.17,0,266077
14-02-2024,8252,Equipment Purchase,Maintenance Fee,1221.58,0,264855
14-02-2024,8253,Accounts Receivable,Client Payment,0,3491.57,268347
14-02-2024,8254,Revenue - Consulting,Office Rent,0,236.91,268584
14-02-2024,8255,Office Rent,Salary Expense,4513.6,0,264070
14-02-2024,8256,Equipment Purchase,Client Payment,4325.19,0,259745
14-02-2024,8257,Accounts Payable,Equipment Purchase,4917.55,0,254827
14-02-2024,8258,Salaries Expense,Software Purchase,4427.97,0,250399
14-02-2024,8259,Salaries Expense,Software Purchase,4316.04,0,246083
14-02-2024,8260,Salaries Expense,Salary Expense,3718.43,0,242365
14-02-2024,8261,Revenue - Consulting,Maintenance Fee,0,1771.96,244137
14-02-2024,8262,Salaries Expense,Office Rent,1738.21,0,242399
14-02-2024,8263,Salaries Expense,Invoice Payment,2701.25,0,239697
14-02-2024,8264,Revenue - Consulting,Salary Expense,0,4504.85,244202
14-02-2024,8265,Revenue - Software Sales,Equipment Purchase,0,4147.94,248350
14-02-2024,8266,Software Subscriptions,Client Payment,3203.64,0,245147
14-02-2024,8267,Revenue - Software Sales,Cloud Service Renewal,0,746.68,245893
14-02-2024,8268,Salaries Expense,Invoice Payment,897.04,0,244996
14-02-2024,8269,Revenue - Software Sales,Maintenance Fee,0,4313.9,249310
14-02-2024,8270,Salaries Expense,Client Payment,312.35,0,248998
14-02-2024,8271,Salaries Expense,Cloud Service Renewal,4787.83,0,244210
14-02-2024,8272,Revenue - Consulting,Maintenance Fee,0,2526.84,246737
14-02-2024,8273,Revenue - Consulting,Invoice Payment,0,3163.33,249900
14-02-2024,8274,Revenue - Consulting,Invoice Payment,0,372.51,250273
14-02-2024,8275,Revenue - Consulting,Office Rent,0,3539.09,253812
14-02-2024,8276,Revenue - Consulting,Client Payment,0,3123.85,256935
14-02-2024,8277,Salaries Expense,Office Rent,1241.14,0,255694
14-02-2024,8278,Revenue - Consulting,Office Rent,0,1161.41,256856
14-02-2024,8279,Accounts Payable,Software Purchase,3044.48,0,253811
15-02-2024,8280,Revenue - Consulting,Client Payment,0,4671.6,258483
15-02-2024,8281,Revenue - Consulting,Client Payment,0,786.03,259269
15-02-2024,8282,Equipment Purchase,Salary Expense,2369.9,0,256899
15-02-2024,8283,Software Subscriptions,Equipment Purchase,3405.04,0,253494
15-02-2024,8284,Software Subscriptions,Office Rent,1924.1,0,251570
15-02-2024,8285,Salaries Expense,Software Purchase,1899.73,0,249670
15-02-2024,8286,Revenue - Software Sales,Maintenance Fee,0,735.81,250406
15-02-2024,8287,Revenue - Consulting,Cloud Service Renewal,0,2504.35,252910
15-02-2024,8288,Software Subscriptions,Client Payment,3036.46,0,249874
15-02-2024,8289,Salaries Expense,Maintenance Fee,3328.53,0,246545
15-02-2024,8290,Salaries Expense,Salary Expense,2446.02,0,244099
15-02-2024,8291,Salaries Expense,Software Purchase,1220.62,0,242879
15-02-2024,8292,Revenue - Consulting,Salary Expense,0,3458.64,246337
15-02-2024,8293,Accounts Payable,Maintenance Fee,1473.5,0,244864
15-02-2024,8294,Revenue - Consulting,Software Purchase,0,4681.14,249545
15-02-2024,8295,Salaries Expense,Office Rent,745,0,248800
15-02-2024,8296,Accounts Payable,Cloud Service Renewal,3653.68,0,245146
15-02-2024,8297,Salaries Expense,Cloud Service Renewal,658.14,0,244488
15-02-2024,8298,Office Rent,Invoice Payment,3055.88,0,241432
15-02-2024,8299,Salaries Expense,Cloud Service Renewal,323.37,0,241109
15-02-2024,8300,Revenue - Consulting,Equipment Purchase,0,3963.15,245072
15-02-2024,8301,Revenue - Consulting,Cloud Service Renewal,0,1510.31,246582
15-02-2024,8302,Revenue - Consulting,Invoice Payment,0,1204.17,247787
15-02-2024,8303,Accounts Payable,Cloud Service Renewal,3081.19,0,244705
15-02-2024,8304,Revenue - Software Sales,Cloud Service Renewal,0,3592.96,248298
15-02-2024,8305,Salaries Expense,Cloud Service Renewal,3889.72,0,244409
15-02-2024,8306,Salaries Expense,Cloud Service Renewal,1244.51,0,243164
15-02-2024,8307,Revenue - Consulting,Maintenance Fee,0,2722.94,245887
16-02-2024,8308,Salaries Expense,Equipment Purchase,2799.19,0,243088
16-02-2024,8309,Revenue - Consulting,Software Purchase,0,4044.34,247132
16-02-2024,8310,Salaries Expense,Client Payment,691.89,0,246440
16-02-2024,8311,Salaries Expense,Cloud Service Renewal,2446.42,0,243994
16-02-2024,8312,Equipment Purchase,Maintenance Fee,1870.79,0,242123
16-02-2024,8313,Revenue - Consulting,Software Purchase,0,3615.54,245739
16-02-2024,8314,Software Subscriptions,Invoice Payment,1877.69,0,243861
16-02-2024,8315,Equipment Purchase,Office Rent,746.73,0,243114
16-02-2024,8316,Revenue - Consulting,Software Purchase,0,3520.77,246635
16-02-2024,8317,Accounts Payable,Equipment Purchase,3071.12,0,243564
16-02-2024,8318,Revenue - Software Sales,Maintenance Fee,0,808.46,244372
16-02-2024,8319,Revenue - Consulting,Client Payment,0,3520.99,247893
16-02-2024,8320,Software Subscriptions,Maintenance Fee,823.59,0,247070
16-02-2024,8321,Software Subscriptions,Software Purchase,4669.8,0,242400
